year,country,Research and development expenditure (% of GDP),Scientific and technical journal articles,"Patent applications, residents","Patent applications, nonresidents",High-technology exports (% of manufactured exports),High-technology exports (current US$),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),Fixed broadband subscriptions (per 100 people),Secure Internet servers (per 1 million people),GDP per capita (current US$),GDP growth (annual %),"ICT service exports (% of service exports, BoP)","Services, value added (% of GDP)","Foreign direct investment, net inflows (% of GDP)"
2010,ABW,,,,,4.13079661839726,703388.0,62.0,131.3507803,19.1951,88.3756554527779,24093.1401510626,-2.73345679250639,1.42519515863353,78.5445335192497,7.61167220218679
2010,AFE,0.586779089135084,10865.3778012311,,,,,,38.5271319772483,0.196025141368356,5.63429054506073,1601.72774808025,5.23163580247818,4.33714642788655,54.2142479335811,1.66923214071626
2010,AFG,,27.68,,,,,4.0,36.23965543,0.00530334,0.494977936181717,560.621505463146,14.3624414710737,8.96740986458065,48.8793769096891,1.20311798981139
2010,AFW,,4841.57,,,,,,52.27223728058,0.105775943595984,0.580520854921453,1647.14984698519,6.96952403983727,7.59260076640184,46.7322204176137,3.18124868070276
2010,AGO,,14.68,,,,,2.8,40.24692066,0.064392,1.28783968113089,3597.34293216332,4.39837593810763,4.09883663447679,41.887025816932,-3.85111149953586
2010,ALB,,124.83,,,1.4645172043822,14074208.0,45.0,92.41340015,3.60359,4.11943477235488,4094.34968570481,3.70693815255319,4.11167107281201,44.0255879707497,9.13813124439238
2010,AND,,1.2,,,23.4558060507799,19545650.0,81.0,91.57706344,30.3596,718.657844522093,42746.8309526019,-1.97495799965345,,76.991211654261,
2010,ARB,,24361.41,,,,,,85.6094564648384,2.04323473083935,6.06488129140461,5928.30479005386,4.83646532090719,,43.101179959004,2.11787447921657
2010,ARE,,1264.69,25.0,1263.0,,,68.0,128.8176608,11.3401,114.267614461942,43696.6712597922,1.60285004844802,,47.5865147466061,2.93040987372921
2010,ARG,0.561039984226227,7153.65,552.0,4165.0,7.68411002023335,1686224603.0,45.0,138.8859542,9.75627,24.8978570259452,10260.1313108254,10.1253981561002,11.0019535928226,51.4951802052167,2.67516171886537
2010,ARM,0.241390004754066,493.99,136.0,6.0,2.32444864074289,4727643.0,25.0,131.1938086,3.19289,9.85286389910667,3041.34450723339,2.2000000002151,12.583808414648,,5.7160373406455
2010,ATG,,2.19,,,,,47.0,196.009102,8.34388,703.23488045007,15216.3098400792,-7.84043006330508,0.889381600675685,73.6566731996497,7.21911598334963
2010,AUS,2.37009000778198,42096.62,2409.0,22478.0,16.5133012608061,4556153586.0,76.0,102.1836974,24.8853,1402.79369546223,52144.6654705468,2.21998026536549,3.55625876406973,65.6485131738942,3.0948394339821
2010,AUT,2.72609996795654,11211.53,2424.0,249.0,13.7053738878044,15801989058.0,75.2,146.3739125,24.5114,690.149608939135,46611.1393420232,1.8089826696085,6.99614039382862,61.6368683831245,-5.64539670207833
2010,AZE,0.218480005860329,603.88,254.0,17.0,1.368551660922,7200494.0,46.0,98.51590341,5.19627,2.5402205264839,5843.5337683582,5.04894451349574,3.40015776077547,27.9335923701872,6.337255132933
2010,BDI,0.137189999222755,12.37,,,,,1.0,18.38612295,0.00375409,0.426600958742995,216.727705301976,5.12415999439806,,36.9511248689049,0.0384119130803943
2010,BEL,2.06188011169434,15080.34,620.0,140.0,9.26523010448885,18062114104.0,77.6,111.731029,30.8426,401.814092422381,44197.393671162,2.71031141346458,7.81647528774482,67.916796056848,26.0596407490289
2010,BEN,,105.59,,,,,3.13,74.90081741,0.275928,0.102067020471786,973.244254493089,2.11406472648392,8.74916868684701,44.5474397323122,0.561144748003047
2010,BFA,,124.54,2.0,,16.5832281418902,11301002.0,2.4,35.41543025,0.0847217,0.247272308258561,624.957252224766,8.44628157707625,17.7167780780354,42.120724852489,0.384492219825665
2010,BGD,,1426.96,66.0,276.0,0.213025597821188,37560962.0,3.7,45.77354649,0.272381,0.197106501524445,757.385280361508,5.57178818533122,12.8114683999933,53.4982962820487,1.06896766308322
2010,BGR,0.562990009784698,2606.28,243.0,17.0,8.40425157698357,852976590.0,46.2,134.3463722,15.1221,62.3343693999634,6863.66706774052,1.55535963462032,8.80581253419115,59.500569647052,3.63054818996133
2010,BHR,,213.0,,,0.11026045503336,964226.0,55.0,129.1151861,12.7684,75.6994260681148,21819.3291098099,4.33429917283135,18.8854683671546,54.7856196764576,0.581105356633959
2010,BHS,,9.2,,,0.001796118940577,3454.0,43.0,114.7626932,6.72204,353.762674228117,27473.100430502,1.53866248693835,,81.1380222984698,8.63699216304667
2010,BIH,,491.73,56.0,9.0,2.83311798083614,74424232.0,42.8,81.61010714,10.2559,11.5440963491271,4506.47828548389,0.865669260237084,7.4327381285911,55.5086556716057,2.5840244914247
2010,BLR,0.669130027294159,1054.44,1759.0,174.0,3.05811242066529,408291304.0,31.8,106.1807277,17.5606,5.06124315097815,6034.67885177216,7.75001706649184,8.07572936064556,43.474996157587,2.43465600372626
2010,BLZ,,10.82,,,0.0,0.0,28.2,60.29102221,2.78381,215.460038408094,5451.13897172477,1.11403578740261,3.9384077871048,61.7259552042161,5.52499725518723
2010,BMU,0.180500000715256,,,,,,84.2,139.0136649,62.9266,3640.64338956454,104111.824244802,-2.50287828947368,5.89290223223739,88.9208362436141,3.3568408029942
2010,BOL,,79.43,,,8.39643426654084,37069953.0,22.4,70.22501607,0.942298,5.69613384736031,1929.78373077158,4.1267225910567,8.97746212116426,43.5524305510023,3.16542867647895
2010,BRA,1.15991997718811,41760.03,4228.0,20771.0,12.590146869358,8821852402.0,40.7,100.293596,7.27968,28.5438561636627,11403.2821284616,7.52822581815364,2.03315744678591,57.612921967849,3.73001288331747
2010,BRB,,30.06,,88.0,,,65.1,127.4288252,20.4147,192.557122251974,18860.3833703309,-2.21771043677785,2.48399488620169,75.9202521734666,8.19344765818078
2010,BRN,,58.16,,,27.0264370402679,108137888.0,53.0,109.8603214,5.53077,40.781786853991,34937.5555174068,2.74136433514822,,32.5030436646339,3.507100790194
2010,BTN,,18.46,,,0.137310610162976,394616.0,13.6,55.89044047,1.2364,1.42524856334945,2435.57980661188,11.9318739003886,0.922198481323636,43.0053074578525,4.40487201174485
2010,BWA,,163.97,,,,,6.0,112.991905,0.589146,4.42671354392357,6215.73216077919,10.1222091179732,3.37954137824196,54.7364972019634,1.72806134798711
2010,CAF,,14.24,,,22.6292713819246,632110.0,2.0,21.01326011,,,476.873786950728,4.63081843223307,,29.3293728575983,2.8712892233531
2010,CAN,1.82503998279572,56793.27,4550.0,30899.0,15.5005412945327,26567981070.0,80.3,76.03888561,31.6318,1282.65969830766,47560.6666009406,3.09080637403602,10.9440987301836,65.7334191252823,1.83725638740881
2010,CEB,0.872189993466828,70956.31,,,13.2549398025826,65096805245.0,,121.74442149351,17.1317176354633,150.275642129341,12639.1540363705,1.53930805872228,7.43868529285626,55.5094662886643,1.61257479309108
2010,CHE,,18894.59,1622.0,533.0,25.8090118685212,43609994818.0,83.9,123.2884262,37.2299,1449.6015225225,76531.3729407691,3.24339733550173,10.0434977123969,71.039676798755,2.95077318898273
2010,CHL,0.331649988889694,4235.52,328.0,748.0,6.23958186648753,541804285.0,45.0,116.7493111,10.4145,45.9797837949083,12632.8704725219,5.85165101730949,2.80551052741031,53.8127811763837,6.84144686822969
2010,CHN,1.7137199640274,309193.41,293066.0,98111.0,32.1501169663397,474737980237.0,34.3,63.71521287,9.34748,1.19906855397864,4550.47394356715,10.6358710644913,5.87444082138679,44.1769919215134,4.00354456866117
2010,CIV,,155.06,,,4.24784012817341,70492080.0,2.7,73.85896297,,0.489148354916263,1553.54887048143,6.84804939907013,8.8341696870769,37.8322011028794,1.02606239201511
2010,CMR,,355.08,,,,,4.3,43.44821591,0.0302724,0.355906879710491,1398.58702025047,2.89902472122014,3.24126787056764,50.6327279323192,1.94952386693621
2010,COD,,52.94,,,,,0.72,17.80407321,0.0,0.0583404720193408,314.53858629844,7.10797657581392,17.3443129181678,35.3774218132351,12.71601350262
2010,COG,,41.36,,,,,5.0,83.79552057,0.0056025,0.0,2946.55798067708,9.93126543095578,3.35968294681038,25.4331744328979,11.5772952217296
2010,COL,0.193580001592636,3169.79,133.0,1739.0,5.36253459586992,451119242.0,36.5,99.24479163,5.90262,10.608049133089,6398.2958447102,4.49465897070922,7.74993372321426,53.3990736315847,2.24433595561185
2010,COM,,2.15,,,,,5.1,25.19389535,0.0502416,0.0,1386.5742428453,3.77776674982255,24.2914139967084,53.189967561664,0.919669859882711
2010,CPV,,3.05,,,0.0,0.0,30.0,71.34735962,3.15251,23.5393813850572,3579.46006137809,1.83641914989978,4.58697425102159,67.4390099531524,6.36802137795557
2010,CRI,0.479900002479553,272.47,8.0,606.0,40.1473130677601,2203396726.0,36.5,67.68068898,8.69766,104.039498134532,8265.78820275582,5.36034352634111,10.7164671118243,61.907753060789,5.06371170213526
2010,CSS,,111.54,,,4.76429568167538,6137158.0,,99.9808407455144,6.76877712168044,129.218828408952,10638.1693872311,0.911618408827181,,67.8015883818703,6.37186449713855
2010,CUB,0.6076700091362,1293.77,,,,,15.9,8.883772062,0.032804,0.0885158712055127,5272.26755824835,2.39035229650723,,72.469220246238,
2010,CYP,0.442919999361038,712.0,4.0,4.0,38.2015198109537,143937805.0,53.0,123.1330079,23.1549,272.207523213006,31105.02734375,2.28354499702917,7.40657903301157,71.6413288911788,125.272737889578
2010,CZE,1.32669997215271,12461.34,868.0,114.0,17.8761073763384,20408146674.0,68.8,123.5968488,21.6091,305.506467667391,20160.4355077059,2.71466511501851,8.12572810902459,56.2888177196257,4.81502985527423
2010,DEU,2.73024010658264,98512.11,47047.0,12198.0,16.8896855327149,179620897366.0,82.0,108.6995416,32.3663,1049.31794333683,42409.9356994694,4.14676754532437,8.86469684618066,62.683615819209,2.48078642393235
2010,DJI,,6.87,,,,,6.5,18.01709967,0.866218,4.29991475419,1213.23352553429,,2.21224106723872,,3.23415329697175
2010,DMA,,8.78,,,0.837412349523099,154223.0,47.5,153.5408334,12.0696,43.5672896789091,7171.5523885901,0.672634400445048,1.50392368189092,60.2934007335018,11.5680073563868
2010,DNK,2.91706991195679,10314.12,1626.0,142.0,15.4688409278647,9012037384.0,88.7,115.672236,38.076,1588.05036264689,58104.5445594981,1.58289702078196,4.58869451636293,65.7784928937093,-3.56794135328118
2010,DOM,,17.26,15.0,328.0,2.34947428003544,75810618.0,31.4,90.967736,3.97656,11.7105856056537,5484.64637931191,8.33965105962218,4.17270143917866,59.2929222707978,3.37949066400807
